,price,floor_level,bedroom_amount,net_area,district,address,misc,facility,url_desc
228,7800000,H,1,362,Yuen Long,9 Yuen Lung Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Yuen-Long-Town-Centre-Yoho-Town-Yoho-Midtown-Block-M5-Higher-Floor-Flat-A-M350861280
229,11000000,M,2,489,Taikoo / Sai Wan Ho,31 Taikoo Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Taikoo-Taikoo-Shing-Kam-Din-Terrace-Tang-Kung-Mansion-Middle-Floor-Flat-H-M100530257
230,7600000,M,2,485,Tsuen Wan,398 Castle Peak Road Tsuen Wan,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-Town-Centre-Discovery-Park-Phase-2-Block-07-Middle-Floor-Flat-F-M302715490
231,12800000,L,3,717,Taikoo / Sai Wan Ho,15 Taikoo Wan Road,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Taikoo-Taikoo-Shing-Horizon-Gardens-Hoi-Tien-Mansion-Lower-Floor-Flat-G-M150257046
232,13000000,L,3,729,Tiu Keng Leng,88 O King Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Ocean-Shores-Phase-3-Block-13-Lower-Floor-Flat-E-M200638123
233,11300000,H,3,730,Ap Lei Chau,3 South Horizon Drive,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}, {'id': 'MISCF00048', 'name': 'Golf Course Nearby'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-1-Block-03-Higher-Floor-Flat-C-M100073511
234,6500000,H,1,276,Shau Kei Wan,23 Shau Kei Wan Main Street East,"[{'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00039', 'name': 'Sea View'}, {'id': 'MISCF00035', 'name': 'Mountain View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM01', 'name': ""Kids' Facilities""}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Shau-Kei-Wan-Le-Riviera-Higher-Floor-Flat-C-M150859839
235,9500000,H,3,680,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-The-Capitol-Tower-5-R-Venice-Higher-Floor-Flat-C-M201220615
236,14380000,M,3,715,Taikoo / Sai Wan Ho,18D Taikoo Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00002', 'name': 'Well Decorated'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Taikoo-Taikoo-Shing-Horizon-Gardens-King-Tien-Mansion-Middle-Floor-Flat-E-M100542562
237,5030000,M,2,327,Shatin,3 Tak Kei Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-City-One-Shek-Mun-City-One-Shatin-Phase-1-Block-09-Middle-Floor-Flat-G-M300699413
238,7200000,L,2,470,Po Lam / Tseung Kwan O Station,8 Mau Yip Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-3-Block-03-Lower-Floor-Flat-D-M200592675
239,9200000,H,3,680,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-The-Capitol-Tower-2-R-Madrid-Higher-Floor-Flat-B-M200992109
240,6980000,H,2,363,Po Lam / Tseung Kwan O Station,8 Yan King Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-2-Block-9-Higher-Floor-Flat-C-M200294382
241,6300000,H,3,547,Tin Shui Wai,2 Tin Lung Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Tin-Shui-Wai-Kingswood-Villas-Kenswood-Court-Block-04-Higher-Floor-Flat-G-M300288640
242,7000000,M,2,523,Yuen Long,68 Kung Um Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}]",https://www.midland.com.hk/en/property/New-Territories-Yuen-Long-Town-Centre-Park-Signature-Block-2-Middle-Floor-Flat-G-M300329205
243,7000000,L,2,563,Tung Chung,1 Kin Tung Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Tung-Chung-Caribbean-Coast-Phase-3-Block-12-Lower-Floor-Flat-C-M350128255
244,8800000,H,1,391,Tsuen Wan,100 Tai Ho Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}]",https://www.midland.com.hk/en/property/New-Territories-Tsuen-Wan-West-Ocean-Pride-Phase-1-Tower-8-Higher-Floor-Flat-C-M350145791
245,17500000,M,4,879,Ap Lei Chau,22 South Horizon Drive,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-3-Block-22-Middle-Floor-Flat-E-M101098965
246,12000000,M,2,589,Taikoo / Sai Wan Ho,18D Taikoo Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Taikoo-Taikoo-Shing-Horizon-Gardens-King-Tien-Mansion-Middle-Floor-Flat-F-M100542710
247,8400000,L,1,349,Lai Chi Kok,28 Sham Mong Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Nam-Cheong-Station-Cullinan-West-Phase-3-Cullinan-West-II-Tower-3B-Lower-Floor-Flat-E-M200365978
248,9500000,L,3,466,Tai Kok Tsui,8 Fuk Lee Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Nam-Cheong-Station-Metro-Harbour-View-Phase-1-Block-06-Lower-Floor-Flat-C-M200149630
249,27000000,H,3,794,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00016', 'name': 'Roof'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Ocean-Marini-Tower-1B-Higher-Floor-Flat-C-M201311688
250,12400000,H,3,636,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-LP6-Tower-3-Higher-Floor-Flat-F-M200991935
251,9080000,M,2,511,Lai Chi Kok,863 Lai Chi Kok Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Four-Little-Dragons-Banyan-Garden-Phase-II-Block-7-Middle-Floor-Flat-G-M200629994
252,8800000,M,2,425,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-LP6-Tower-3-Middle-Floor-Flat-C-M200825359
253,15000000,M,3,760,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Grand-Montara-Tower-1A-Middle-Floor-Flat-B-M201309792
254,5200000,M,2,284,Shatin,11 Lok Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-City-One-Shek-Mun-City-One-Shatin-Phase-4-Block-38-Middle-Floor-Flat-B-M350856604
255,7500000,M,2,508,Lohas Park,8 Shek Kok Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM10', 'name': 'Sports Facilities'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-The-Beaumount-Phase-1-Block-5-Middle-Floor-Flat-D-M200622293
256,15800000,L,3,845,Po Lam / Tseung Kwan O Station,12 Tong Chun Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Wings-Phase-2-Block-5A-Lower-Floor-Flat-C-M250546333
257,5600000,H,2,326,Shatin,5 Cheung Shing Street,"[{'id': 'WITHKEY', 'name': 'Key'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/New-Territories-City-One-Shek-Mun-City-One-Shatin-Phase-6-Block-26-Higher-Floor-Flat-D-M350856107
258,11500000,H,3,813,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Le-Prestige-Le-Prime-Tower-6-L-Higher-Floor-Flat-B-M250027584
259,5080000,H,2,448,Tin Shui Wai,1 Tin Wu Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Tin-Shui-Wai-Kingswood-Villas-Locwood-Court-Block-12-Higher-Floor-Flat-E-M302558919
260,5480000,L,3,551,Tin Shui Wai,1 Tin Wu Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00036', 'name': 'Garden View'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-Tin-Shui-Wai-Kingswood-Villas-Locwood-Court-Block-08-Lower-Floor-Flat-D-M302586985
261,6600000,M,0,270,Lai Chi Kok,28 Sham Mong Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM09', 'name': 'Catering Facilities'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Nam-Cheong-Station-Cullinan-West-Phase-2A-Tower-1B-Middle-Floor-Flat-D-M200479153
262,23000000,M,3,1015,Taikoo / Sai Wan Ho,6 Taikoo Wan Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Taikoo-Taikoo-Shing-Harbour-View-Gardens-East-Lotus-Mansion-Middle-Floor-Flat-G-M150258232
263,6200000,L,2,364,Po Lam / Tseung Kwan O Station,1 Wan Hang Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-1-Block-06-Lower-Floor-Flat-B-M200421908
264,8900000,H,2,527,Ap Lei Chau,31 Yi Nam Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00031', 'name': 'Close To MTR'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM14', 'name': 'Mall'}, {'id': 'MISCF00048', 'name': 'Golf Course Nearby'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Ap-Lei-Chau-South-Horizons-Phase-4-The-Oasis-Block-31-Higher-Floor-Flat-D-M100017091
265,16850000,M,2,708,Taikoo / Sai Wan Ho,8 Taikoo Shing Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00039', 'name': 'Sea View'}]","[{'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Hong-Kong-Island-Taikoo-Taikoo-Shing-Kwun-Hoi-Terrace-Tung-Hoi-Mansion-Middle-Floor-Flat-A-M101017951
266,9300000,M,3,488,Tai Kok Tsui,8 Fuk Lee Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}, {'id': 'MISCF00052', 'name': 'Pet Allowed'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM13', 'name': 'Recreational Area'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Nam-Cheong-Station-Metro-Harbour-View-Phase-2-Block-08-Middle-Floor-Flat-G-M200109866
267,14900000,H,3,735,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Grand-Montara-Tower-1B-Higher-Floor-Flat-A-M201309972
268,8990000,L,2,528,Lohas Park,1 Lohas Park Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}, {'id': 'FM14', 'name': 'Mall'}]",https://www.midland.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Grand-Montara-Tower-1B-Lower-Floor-Flat-D-M201310095
269,5600000,M,2,327,Shatin,3 Tak Wing Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM09', 'name': 'Catering Facilities'}]",https://www.midland.com.hk/en/property/New-Territories-City-One-Shek-Mun-City-One-Shatin-Phase-2-Block-23-Middle-Floor-Flat-G-M350651216
270,5150000,H,2,357,Yuen Long,11 Shap Pat Heung Road,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}, {'id': 'MISCF00009', 'name': 'Swimming Pool'}]","[{'id': 'FM12', 'name': 'Clubhouse'}, {'id': 'FM02', 'name': 'Swimming Pool'}, {'id': 'FM01', 'name': ""Kids' Facilities""}, {'id': 'FM10', 'name': 'Sports Facilities'}, {'id': 'FM07', 'name': 'Entertainment Facilities'}, {'id': 'FM05', 'name': 'Health & Beauty'}]",https://www.midland.com.hk/en/property/New-Territories-Yuen-Long-Town-Centre-The-Reach-Tower-10-Higher-Floor-Flat-E-M301148816
271,24300000,M,3,1308,Mid-Levels West,1 Lyttelton Road,"[{'id': 'MISCF00017', 'name': 'Car Park Space'}, {'id': 'MISCF00015', 'name': 'Balcony'}]",,https://www.midland.com.hk/en/property/Hong-Kong-Island-Mid-Levels-West-Park-View-Court-Block-A-Middle-Floor-Flat-A3-M100870045
272,15500000,L,3,827,Po Lam / Tseung Kwan O Station,12 Tong Chun Street,"[{'id': 'WITHKEY', 'name': 'Key'}, {'id': 'MISCF00015', 'name': 'Balcony'}, {'id': 'MISCF00007', 'name': 'Clubhouse'}]","[{'id': 'FM12', 'name': 'Clubhouse'}]",https://www.midland.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Wings-Phase-2-Block-3B-Lower-Floor-Flat-B-M200244986
