,Balcony,Club House,Garden View,Lux_Revo,MTR nearby,Mountain View,River View,Rooftop,Sea View,Shopping Mall nearby,Swimming,Terrace,bedroom_amount,building,car_parking,floor_level,link,location,net_area,price,price_per,Garden view
12321,1,1,,,,,,,,1,1,,1.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Tsim-Sha-Tsui-Jade-Suites-Middle-Floor-Flat-C-H200028621,Tsim Sha Tsui,266,5780000,21729.0,
12322,,,,,,,,,,,,,,,,M,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Hemera-Tower-1-L-Diamond-Middle-Floor-Flat-A-H200042462,Lohas Park,1153,19800000,17173.0,
12323,1,1,,,,,,,,1,1,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Ying-Ming-Court-Ming-On-House-High-Floor-Flat-7-H200084315,Po Lam,645,7200000,11163.0,
12324,1,1,,,,,,,,1,1,,,,,,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Hemera-Tower-1-L-Diamond-Flat-B-H200098431,Lohas Park,1135,16800000,14802.0,
12325,1,1,,,,,,,,,1,,,,,,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Hemera-Tower-5-R-Topaz-Flat-B-H200125275,Lohas Park,1133,16500000,14563.0,
12326,,,,,,,,,,1,,,3.0,,,,https://www.hkp.com.hk/en/property/Kowloon-Mongkok-Yau-Ma-Tei-High-Park-Grand-Flat-B-H200135902,Yau Ma Tei,966,22000000,22774.0,1
12327,,,,,,,,,,1,,,3.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-2-Block-04-Low-Floor-Flat-F-H200144725,Po Lam,713,9500000,13324.0,
12328,,,,,,,,1,,1,,,3.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-2-Block-01-Middle-Floor-Flat-F-H200147397,Po Lam,545,9300000,17064.0,
12329,1,1,,,,,,,,1,1,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-2-Block-10-High-Floor-Flat-H-H200153927,Po Lam,538,10480000,19480.0,
12330,1,1,,,,,,,,1,1,,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Hemera-Tower-2-L-Emerald-High-Floor-Flat-B-H200162198,Lohas Park,942,16300000,17304.0,
12331,,1,,,,,,,,1,1,,,,,,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Hemera-Tower-5-R-Topaz-Flat-B-H200187414,Lohas Park,1120,16800000,15000.0,
12332,,,,,,,,,,,,,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-3-Block-01-High-Floor-Flat-H-H200191659,Po Lam,631,9180000,14548.0,
12333,1,1,,,,,,,,,1,,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Yan-Ming-Court-Yan-Mui-House-Block-C-High-Floor-Flat-5-H200191883,Po Lam,554,6880000,12419.0,
12334,1,1,,,,,,,,,1,,,,,L,https://www.hkp.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Monterey-Tower-3-Low-Floor-Flat-C-H200191931,Tseung Kwan O Town Centre,751,15400000,20506.0,
12335,,,,1,,,,,,,,1,1.0,,,,https://www.hkp.com.hk/en/property/Kowloon-To-Kwa-Wan-The-Zutten-Flat-L-H200115566,To Kwa Wan,257,6000000,23346.0,
12336,1,1,,,,,,,1,,1,,2.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Happy-Valley-Jardine-s-Lookout-47-49-Blue-Pool-Road-Low-Floor-Flat-49-B-H100027566,Jardine's Lookout,1255,37000000,29482.0,
12337,1,,,,,,,,,,1,,2.0,,,,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Aberdeen-Wong-Chuk-Hang-Ap-Lei-Chau-South-Coast-Flat-A-H100054424,Wong Chuk Hang,478,12000000,25105.0,
12338,1,1,,,,,,,,1,1,,3.0,,,H,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Mid-Levels-West-Wisdom-Court-Block-B-High-Floor-Flat-1-H100191631,Mid-Levels West,1010,35000000,34653.0,
12339,1,1,,,,,,1,1,1,1,1,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Hemera-Tower-1-R-Diamond-High-Floor-Flat-C-H200082932,Lohas Park,746,11500000,15416.0,1
12340,1,,,,,,,,,,,,4.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Diamond-Hill-San-Po-Kong-Ngau-Chi-Wan-The-Latitude-Block-2A-High-Floor-Flat-B-H200111937,San Po Kong,1342,62000000,46200.0,
12341,1,1,,,,,,,,,1,,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Tsim-Sha-Tsui-AVA-62-High-Floor-Flat-C-H200137507,Tsim Sha Tsui,173,4300000,24855.0,
12342,1,1,,,,,,,,1,1,,,,,L,https://www.hkp.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Monterey-Tower-7B-Low-Floor-Flat-C-H200153277,Tseung Kwan O Town Centre,559,10600000,18962.0,
12343,,,,,,,,,,,,,,,,,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Hemera-Tower-2-L-Emerald-Flat-A-H200186468,Lohas Park,802,12000000,14963.0,
12344,,,,,,,,,,1,,,2.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Telford-Gardens-Block-I-High-Floor-Flat-3-H200191758,Kowloon Bay,538,8000000,14870.0,
12345,1,1,,,,,,,,,1,,2.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Amoy-Gardens-Phase-2A-Block-K-Low-Floor-Flat-6-H200191772,Kowloon Bay,391,6120000,15652.0,
12346,1,1,,,,,,,,,1,,3.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Kwun-Tong-Lam-Tin-Yau-Tong-Grand-Central-Phase-I-Tower-1-Middle-Floor-Flat-C-H200191801,Lam Tin,765,14000000,18301.0,
12347,1,,,,,,,,,,,,1.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-To-Kwa-Wan-The-Zutten-Middle-Floor-Flat-J-H200191812,To Kwa Wan,288,5350000,18576.0,
12348,1,1,,,,,,,1,,1,,3.0,,,M,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Happy-Valley-Jardine-s-Lookout-Golden-Fair-Mansion-Middle-Floor-Flat-4E-H100057897,Jardine's Lookout,1119,25000000,22341.0,
12349,,,,,,,,,,,,,3.0,,,M,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Aberdeen-Wong-Chuk-Hang-Ap-Lei-Chau-Marinella-Block-9-Middle-Floor-Flat-A-H100143305,Wong Chuk Hang,1249,54000000,43235.0,
12350,,,,,,,,,,,1,,,,,,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Aberdeen-Wong-Chuk-Hang-Ap-Lei-Chau-Lei-Tung-Estate-Tung-Mau-House-Block-D-Flat-25-H100191213,Wong Chuk Hang,296,0,0.0,
12351,,1,,,1,,,,1,1,1,,,,1,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Mid-Levels-West-Scenic-Garden-Block-2-Low-Floor-Flat-A-H100191681,Mid-Levels West,1397,40000000,28633.0,
12352,,1,,,,,,,,,1,,3.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Station-The-Harbourside-Block-2-Middle-Floor-Flat-B-H200021709,Kowloon Station,1049,48000000,45758.0,
12353,,1,,,,,,,,1,1,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Yau-Yat-Chuen-Shek-Kip-Mei-Parc-Oasis-Block-23-High-Floor-Flat-C-H200191642,Shek Kip Mei,559,11680000,20894.0,
12354,,,,,,,,,,,,,5.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Tai-Kok-Tsui-Metro-Harbour-View-Phase-1-Block-01-Low-Floor-Flat-F-H200191647,Tai Kok Tsui,600,10880000,18133.0,
12355,,,,,1,,,,,,,,3.0,,1,L,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Tong-Beacon-Hill-Wai-Yick-Building-Low-Floor-Flat-A-H200191710,Beacon Hill,753,14500000,19256.0,
12356,,1,,,,,,,,,,,3.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Hong-Kong-West-Wing-Cheung-Court-Low-Floor-Flat-C-H100092415,Hong Kong West,1110,20000000,18018.0,
12357,1,1,,,,1,,,,,,,3.0,,,M,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Hong-Kong-West-Hilary-Court-Middle-Floor-Flat-A-H100115000,Hong Kong West,659,15000000,22762.0,
12358,,,,,,,,,,,,,1.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-City-The-Avery-Low-Floor-Flat-A-H200074734,Kowloon City,306,6200000,20261.0,
12359,,,,,,,,,,,,,,,,L,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Verbena-Heights-Block-6-Low-Floor-Flat-H-H200135778,Po Lam,368,5800000,15761.0,
12360,1,1,,,1,,,,,1,1,,1.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Verbena-Heights-Block-5-Low-Floor-Flat-A-H200149486,Po Lam,372,5700000,15323.0,
12361,1,1,,,,,,,,1,1,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-The-Capitol-Tower-1-R-Florence-High-Floor-Flat-A-H200150766,Lohas Park,713,9800000,13745.0,
12362,1,1,,,,,,,,1,1,,,,,M,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-LP6-Tower-5-Middle-Floor-Flat-K-H200171878,Lohas Park,307,6100000,19870.0,
12363,1,1,,,,1,,,,,,,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-LP6-Tower-5-High-Floor-Flat-L-H200175920,Lohas Park,307,6500000,21173.0,
12364,,,,,,,,,,1,,,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-City-The-Avery-High-Floor-Flat-C-H200186306,Kowloon City,225,5280000,23467.0,
12365,1,1,,,,,,,,,1,,3.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Station-The-Waterfront-Phase-2-Block-7-Middle-Floor-Flat-A-H200191538,Kowloon Station,935,23800000,25455.0,
12366,1,,,,,,,,,,1,,,,,,https://www.hkp.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Corinthia-By-The-Sea-Block-5-Flat-C-H200191574,Tseung Kwan O Town Centre,552,11500000,20833.0,
12367,,,,,,,,1,,,,,3.0,,1,L,https://www.hkp.com.hk/en/property/Kowloon-To-Kwa-Wan-Celestial-Heights-Phase-2-Celestial-Avenue-20-Low-Floor-Flat-20-H200121108,To Kwa Wan,1137,25800000,22691.0,
12368,,,,,,1,,,,,1,,3.0,,,H,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Happy-Valley-Jardine-s-Lookout-Silver-Star-Court-High-Floor-Flat-A-H100048259,Jardine's Lookout,840,20680000,24619.0,
12369,,,,,,,,,,,,,3.0,,,H,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Happy-Valley-Jardine-s-Lookout-Ronsdale-Garden-Block-2-High-Floor-Flat-F-H100186431,Jardine's Lookout,694,18500000,26657.0,
12370,1,1,,,,,,,,,1,,1.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Hong-Kong-West-Yen-Shun-Mansion-Low-Floor-Flat-C-H100187318,Hong Kong West,240,5050000,21042.0,
12371,1,1,,,,,,,,,1,,1.0,,,M,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Wan-Chai-Causeway-Bay-Park-Haven-Middle-Floor-Flat-F-H100191427,Causeway Bay,377,9980000,26472.0,
12372,,,,,,,,,,1,,,,,,L,https://www.hkp.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Papillons-Tower-3-Low-Floor-Flat-B-H200141583,Tseung Kwan O Town Centre,521,9300000,17850.0,
12373,1,1,,,,,,,,,1,,3.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Metro-City-Phase-1-Block-05-Low-Floor-Flat-H-H200173737,Po Lam,698,12000000,17192.0,
12374,1,1,,,,,,,,,1,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Olympic-One-Silversea-Block-6-High-Floor-Flat-C-H200191347,Olympic,665,22200000,33383.0,
12375,,,,,,,,,,,,,,,,,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-The-Beaumount-Phase-2-Block-2-Flat-C-H200191379,Lohas Park,745,10800000,14497.0,
12376,,,,,,1,,,,,1,,3.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Kwun-Tong-Lam-Tin-Yau-Tong-Hong-Yat-Court-Block-E-Hong-Ting-House-Low-Floor-Flat-2-H200191387,Lam Tin,650,0,0.0,
12377,,,,,,,,,,,,,2.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Richland-Gardens-Block-18-Middle-Floor-Flat-H-H200191429,Kowloon Bay,407,5600000,13759.0,
12378,,1,,,,,,,,,1,,4.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Happy-Valley-Jardine-s-Lookout-Fontana-Gardens-Block-B-Low-Floor-Flat-3-H100191209,Jardine's Lookout,2750,68000000,24727.0,
12379,,,,,,,,,,,,,2.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Olympic-Hampton-Place-Block-2-Middle-Floor-Flat-C-H200033468,Olympic,426,8000000,18779.0,
12380,1,1,,,,,,,,,1,,2.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Kwun-Tong-Lam-Tin-Yau-Tong-Yuet-Wah-Mansion-Low-Floor-Flat-H-H200050644,Lam Tin,970,11000000,11340.0,
12381,,,,,1,,,,,,1,,1.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Kai-Tak-Vibe-Centro-Tower-2B-Low-Floor-Flat-C-H200159114,Kai Tak,320,9200000,28750.0,
12382,,,,,,,,,,,1,,2.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Mei-Foo-Mei-Foo-Sun-Chuen-Phase-II-Glee-Path-03-Middle-Floor-Flat-C-H200189955,Mei Foo,635,8300000,13071.0,
12383,,,,,,,,,,,,,2.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Finery-Park-Block-1-High-Floor-Flat-D-H200191203,Po Lam,420,6460000,15381.0,
12384,,,,,,,,,,,,,,,,L,https://www.hkp.com.hk/en/property/Kowloon-Hang-Hau-Yuk-Ming-Court-Block-A-Wai-Ming-House-Low-Floor-Flat-14-H200191242,Hang Hau,440,0,0.0,
12385,,,,,,,,,,,,,3.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Ho-Man-Tin-Perth-Garden-Ilford-Court-Middle-Floor-Flat-F-H200191264,Ho Man Tin,813,12500000,15375.0,
12386,,,,,,,,,,,,,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Po-Lam-Verbena-Heights-Block-3-High-Floor-Flat-F-H200191316,Po Lam,540,7680000,14222.0,
12387,,,,,,,,,,,,,2.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Aberdeen-Wong-Chuk-Hang-Ap-Lei-Chau-Broadview-Court-Block-4-Low-Floor-Flat-E-H100134392,Wong Chuk Hang,422,0,0.0,
12388,,,,,,,,,,,,,,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Aberdeen-Wong-Chuk-Hang-Ap-Lei-Chau-Broadview-Court-Block-3-Low-Floor-Flat-J-H100183392,Wong Chuk Hang,470,0,0.0,
12389,,,,,,,,,,,,,3.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Ho-Man-Tin-Prince-Edward-Towers-Low-Floor-Flat-A-H200085002,Ho Man Tin,1018,16380000,16090.0,
12390,1,1,,,,,,,,,1,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Ho-Man-Tin-Balwin-Court-Blk-2-High-Floor-Flat-D-H200122347,Ho Man Tin,639,11000000,17214.0,
12391,1,,,,,,,,,,1,,1.0,,,,https://www.hkp.com.hk/en/property/Kowloon-Diamond-Hill-San-Po-Kong-Ngau-Chi-Wan-Aspen-Crest-Flat-D-H200190848,San Po Kong,211,5600000,26540.0,
12392,1,1,,,,,,,,,1,,,,,L,https://www.hkp.com.hk/en/property/Kowloon-Tai-Kok-Tsui-Lime-Stardom-Low-Floor-Flat-K-H200191128,Tai Kok Tsui,394,7100000,18020.0,
12393,,,,,,1,,,,,,,,,,M,https://www.hkp.com.hk/en/property/Kowloon-Tai-Kok-Tsui-Park-Summit-Block-1-Middle-Floor-Flat-H-H200191130,Tai Kok Tsui,280,6200000,22143.0,
12394,,,,,,1,,,,,,,2.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Diamond-Hill-San-Po-Kong-Ngau-Chi-Wan-Bel-Air-Heights-Block-1-Middle-Floor-Flat-C-H200191140,San Po Kong,454,8200000,18062.0,
12395,1,,,,,,,,,,1,,1.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Lee-Kee-Building-Block-B-High-Floor-Flat-2-H200191150,Kowloon Bay,312,4780000,15321.0,
12396,,,,,,,,,,,,,2.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Olympic-Harbour-Green-Block-5-Middle-Floor-Flat-A-H200191188,Olympic,482,11000000,22822.0,
12397,,,,,,,,,,,,,1.0,,,,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Sheung-Wan-Central-Man-King-Building-Flat-D-H100170997,Central,195,4500000,23077.0,1
12398,,,,,,,,,,,1,,2.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Telford-Gardens-Block-N-Low-Floor-Flat-4-H200060955,Kowloon Bay,476,6100000,12815.0,
12399,,1,,,,,,,1,,1,,2.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Richland-Gardens-Block-15-High-Floor-Flat-C-H200168189,Kowloon Bay,407,6000000,14742.0,
12400,,,,,,1,,,,,,,3.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Hung-Hom-Laguna-Verde-Costal-Del-Sol-Tower-15A-Middle-Floor-Flat-A-H200174547,Hung Hom,1125,24000000,21333.0,
12401,,,,,,,,,,,,,1.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Lee-Kee-Building-Block-D-High-Floor-Flat-2-H200190067,Kowloon Bay,312,4980000,15962.0,
12402,,,,,,,,,,,,,3.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Happy-Valley-Jardine-s-Lookout-Gallant-Place-Low-Floor-Flat-C-H100025463,Jardine's Lookout,936,21800000,23291.0,
12403,,1,,,,,,,,,1,,2.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Happy-Valley-Jardine-s-Lookout-Happy-Court-Low-Floor-Flat-B-H100172471,Jardine's Lookout,549,11500000,20947.0,
12404,,,,,,,,,,,,1,3.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Kwun-Tong-Lam-Tin-Yau-Tong-Laguna-City-Phase-4-Block-20-Low-Floor-Flat-D-H200144690,Lam Tin,661,8990000,13601.0,
12405,,1,,,,,,,,,1,,1.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-To-Kwa-Wan-Sunny-Court-Low-Floor-Flat-A-H200152623,To Kwa Wan,252,4500000,17857.0,
12406,,,,,,,,,,,,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kwun-Tong-Lam-Tin-Yau-Tong-Sceneway-Garden-Block-02-High-Floor-Flat-G-H200163619,Lam Tin,612,9800000,16013.0,
12407,,,,,,,,,,,,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-Tong-Ming-Court-Block-A-Tong-Fai-House-High-Floor-Flat-1-H200172172,Tseung Kwan O Town Centre,634,0,0.0,
12408,,,,,,,,,,,,,,,,,https://www.hkp.com.hk/en/property/Kowloon-Mongkok-Yau-Ma-Tei-Foo-Tat-Building-Flat-5-H200190926,Yau Ma Tei,318,5300000,16667.0,
12409,1,1,,,,,,,,,1,,1.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-North-Point-North-Point-Mid-Levels-Nan-Chu-Mansion-Low-Floor-Flat-B-H100190909,North Point Mid-Levels,277,4950000,17870.0,
12410,,,,,,,,,,,,,3.0,,,,https://www.hkp.com.hk/en/property/Kowloon-Ho-Man-Tin-Mantin-Heights-Block-3-Flat-G-H200159965,Ho Man Tin,907,23800000,26240.0,
12411,,1,,,,,,,,,1,,2.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-To-Kwa-Wan-Wyler-Gardens-Hang-Chien-Court-Block-B-Middle-Floor-Flat-7-H200171110,To Kwa Wan,372,5580000,15000.0,
12412,1,1,,,,,,,,1,1,,3.0,,,H,https://www.hkp.com.hk/en/property/New-Territories-Kwai-Chung-Highland-Park-Block-6-High-Floor-Flat-H-H200190861,Kwai Chung,571,7000000,12259.0,
12413,1,1,,,,,,,,,1,,,,,M,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-LP6-Tower-1-Middle-Floor-Flat-D-H200190903,Lohas Park,906,16000000,17660.0,
12414,1,1,,,,1,,,,,,,,,,L,https://www.hkp.com.hk/en/property/Kowloon-Tai-Kok-Tsui-Cetus%1ASquare-Mile-Tower-2-Low-Floor-Flat-D-H200190906,Tai Kok Tsui,198,5200000,26263.0,
12415,1,,,,,,,,,,1,,1.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kai-Tak-Victoria-Skye-Ocean-Waves-Tower-3-High-Floor-Flat-K-H200190919,Kai Tak,343,8100000,23615.0,
12416,,1,,,,,,,,,1,,4.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Ho-Man-Tin-Wing-On-Court-Low-Floor-Flat-D-H200090248,Ho Man Tin,1615,30000000,18576.0,
12417,1,,,,,,,,,,1,,2.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Hang-Hau-La-Cite-Noble-Block-2-High-Floor-Flat-H-H200126003,Hang Hau,436,8600000,19725.0,
12418,,1,,,,,,,,,1,,2.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Tseung-Kwan-O-Town-Centre-The-Grandiose-Block-2-Low-Floor-Flat-H-H200177354,Tseung Kwan O Town Centre,516,8250000,15988.0,
12419,,,,,,1,,,,,,,2.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Hung-Hom-Laguna-Verde-Villa-Verde-Tower-06-Low-Floor-Flat-G-H200190425,Hung Hom,543,10680000,19669.0,
12420,,,,,,,,,,,,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Diamond-Hill-San-Po-Kong-Ngau-Chi-Wan-Kingsford-Terrace-Phase-2-Block-1-High-Floor-Flat-H-H200190773,San Po Kong,592,9550000,16132.0,
12421,1,1,,,,,,,,,1,,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Tiu-Keng-Leng-Tsui-Lam-Estate-Nga-Lam-House-High-Floor-Flat-04-H200190800,Tiu Keng Leng,490,0,0.0,
12422,,,,,,,,,,,,,,,,,https://www.hkp.com.hk/en/property/New-Territories-Tsuen-Wan-Ocean-Pride-Phase-2-Ocean-Supreme-Tower-5B-Flat-C-H300189474,Tsuen Wan,534,11200000,20974.0,
12423,1,,,,,,,,,,1,,2.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-North-Point-North-Point-Mid-Levels-Yee-On-Mansion-Low-Floor-Flat-L-H100030283,North Point Mid-Levels,583,6600000,11321.0,
12424,,,,,,,,,,,,,3.0,,,H,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Wan-Chai-Causeway-Bay-The-Oakhill-High-Floor-Flat-B-H100033360,Causeway Bay,875,25000000,28571.0,
12425,1,1,,,,,,,,,1,,1.0,,,L,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Sheung-Wan-Central-Kingearn-Building-Low-Floor-Flat-A-H100117566,Central,293,6480000,22116.0,
12426,1,1,,,,,,,,1,1,,3.0,,,,https://www.hkp.com.hk/en/property/Kowloon-Ho-Man-Tin-One-Homantin-Tower-1-Flat-A-H200091621,Ho Man Tin,975,23800000,24410.0,
12427,,,,,,1,,,,,1,,,,,,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-LP6-Tower-5-Flat-H-H200183649,Lohas Park,347,7160000,20634.0,
12428,,,,,,1,,,,1,,,1.0,,,M,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Tak-Bo-Garden-Block-G-Middle-Floor-Flat-G6-H200190223,Kowloon Bay,282,5150000,18262.0,
12429,,,,,,,,,,1,,,2.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Amoy-Gardens-Phase-1-Block-A-High-Floor-Flat-8-H200190673,Kowloon Bay,375,6500000,17333.0,
12430,,,,,,1,,,,1,,,1.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Amoy-Gardens-Phase-1-Block-D-Low-Floor-Flat-3-H200190686,Kowloon Bay,375,6090000,16240.0,
12431,,,,,,,,,,,,,,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Amoy-Gardens-Phase-3-Block-O-High-Floor-Flat-7-H200190704,Kowloon Bay,285,5500000,19298.0,
12432,,1,,,,,,,,,1,,4.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Telford-Gardens-Block-N-High-Floor-Flat-1-H200092874,Kowloon Bay,588,8500000,14456.0,
12433,1,1,,1,1,,,,1,1,1,,3.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Olympic-Park-Avenue-Block-08-High-Floor-Flat-A-H200107003,Olympic,737,20000000,27137.0,
12434,1,1,,,,1,,,,,,,4.0,,,,https://www.hkp.com.hk/en/property/Kowloon-Lohas-Park-Lohas-Park-Malibu-Tower-1A-Flat-B-H200185644,Lohas Park,848,14880000,17547.0,
12435,1,1,,,,,,,,,1,1,1.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-To-Kwa-Wan-Downtown-38-High-Floor-Flat-F-H200188727,To Kwa Wan,301,7200000,23920.0,
12436,,,,,,1,,,,,,,3.0,,,,https://www.hkp.com.hk/en/property/Kowloon-Ho-Man-Tin-Mantin-Heights-Block-2-Flat-B-H200190507,Ho Man Tin,885,26300000,29718.0,
12437,,,,,,,,,,,,,2.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Diamond-Hill-San-Po-Kong-Ngau-Chi-Wan-Lung-Poon-Court-Block-B-High-Floor-Flat-8-H200190595,San Po Kong,383,5500000,14360.0,1
12438,,,,,,1,,,,,,,3.0,,,L,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Telford-Gardens-Block-C-Low-Floor-Flat-10-H200190613,Kowloon Bay,538,7580000,14089.0,
12439,1,1,,,,,,,,,,,2.0,,,H,https://www.hkp.com.hk/en/property/Kowloon-Kowloon-Bay-Telford-Gardens-Block-N-High-Floor-Flat-2-H200190621,Kowloon Bay,494,7800000,15789.0,
12440,,,,,,,,,,,,,2.0,,,H,https://www.hkp.com.hk/en/property/Hong-Kong-Island-Hong-Kong-West-60-Victoria-Road-Victoria-Road-60-High-Floor-Flat-A-H100077796,Hong Kong West,565,12600000,22301.0,
12441,,,,,,,,,,,,,2.0,,,H,https://www.hkp.com.hk/en/property/Hong-Kong-Island-North-Point-North-Point-Mid-Levels-Kiu-Kwan-Mansion-Block-B-High-Floor-Flat-1-H100139596,North Point Mid-Levels,538,7900000,14684.0,
