,Balcony,Club House,Garden View,Lux_Revo,MTR nearby,Mountain View,River View,Rooftop,Sea View,Shopping Mall nearby,Swimming,Terrace,bedroom_amount,building,car_parking,floor_level,link,location,net_area,price,price_per,Garden view
0,,,,,,,,,,,,,2,Double Cove,,,https://www.squarefoot.com.hk/buy/residential/property-32773,Ma On Shan,503,HKD$7.4 Millions,"@14,712 ",
1,,,,,,,,,,,,,3,Royal Ascot,,,https://www.squarefoot.com.hk/buy/residential/property-32758,Fotan,"1,039",HKD$12.95 Millions,"@12,464 ",
2,,,,,,,,,,,,,3,Peak One,,,https://www.squarefoot.com.hk/buy/residential/property-32754,ShaTin,857,HKD$15.5 Millions,"@18,086 ",
3,,,,,,,,,,,,,3,The Riverpark,,,https://www.squarefoot.com.hk/buy/residential/property-32752,Tai Wai,743,HKD$14.6 Millions,"@19,650 ",
4,,,,,,,,,,,,,2,St MARTIN,,,https://www.squarefoot.com.hk/buy/residential/property-32745,Tai Po,498,HKD$9.2 Millions +,"@18,474 ",
5,,,,,,,,,,,,,2,Kwan Yick Building Phase 2,,,https://www.squarefoot.com.hk/buy/residential/property-32744,Sai Ying Pun,420,HKD$5.28 Millions,"@12,571 ",
6,,,,,,,,,,,,,4,Village,,,https://www.squarefoot.com.hk/buy/residential/property-32738,Sai Kung,"2,100",HKD$26.8 Millions,"@12,762 ",
7,,,,,,,,,,,,,5+,Village,,,https://www.squarefoot.com.hk/buy/residential/property-32737,Sai Kung,"2,100",HKD$25.8 Millions,"@12,286 ",
8,,,,,,,,,,,,,4,Village House,,,https://www.squarefoot.com.hk/buy/residential/property-32736,Clear Water Bay,"1,305",HKD$16 Millions,"@12,261 ",
9,,,,,,,,,,,,,5+,La Vetta,,,https://www.squarefoot.com.hk/buy/residential/property-32731,ShaTin,"2,738",HKD$62.88 Millions,"@22,966 ",
10,,,,,,,,,,,,,,,,,link,location,area,price,price_per,
11,,,,,,,,,,,,,4,Hong Kong Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32831,Western mid-levels,"1,991",HKD$48 Millions,"@24,108 ",
12,,,,,,,,,,,,,3,Harbour One,,,https://www.squarefoot.com.hk/buy/residential/property-32828,Kennedy Town,"1,127",HKD$33 Millions,"@29,281 ",
13,,,,,,,,,,,,,2,Serene court,,,https://www.squarefoot.com.hk/buy/residential/property-32827,Kennedy Town,691,HKD$12.38 Millions,"@17,916 ",
14,,,,,,,,,,,,,4,Hong Lok Yuen,,,https://www.squarefoot.com.hk/buy/residential/property-32823,Tai Po,"2,120",HKD$35.2 Millions,"@16,604 ",
15,,,,,,,,,,,,,3,Festival City,,,https://www.squarefoot.com.hk/buy/residential/property-32821,Tai Wai,785,HKD$12.5 Millions,"@15,924 ",
16,,,,,,,,,,,,,3,Festival City,,,https://www.squarefoot.com.hk/buy/residential/property-32820,Tai Wai,741,HKD$12.5 Millions,"@16,869 ",
17,,,,,,,,,,,,,1,Arbuthnot House,,,https://www.squarefoot.com.hk/buy/residential/property-32802,Western mid-levels,506,HKD$9.98 Millions,"@19,723 ",
18,,,,,,,,,,,,,2,Academic Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-26914,Kennedy Town,649,HKD$14.8 Millions,"@22,804 ",
19,,,,,,,,,,,,,2,Bayview Court,,,https://www.squarefoot.com.hk/buy/residential/property-12123,Pok Fu Lam,"1,319",HKD$30 Millions,"@22,745 ",
20,,,,,,,,,,,,,4,Consort Garden,,,https://www.squarefoot.com.hk/buy/residential/property-12152,Pok Fu Lam,"1,822",HKD$39.9 Millions,"@21,899 ",
21,,,,,,,,,,,,,4,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-32546,Tai Po,"1,067",HKD$16.5 Millions,"@15,464 ",
22,,,,,,,,,,,,,3,Villa Oceania,,,https://www.squarefoot.com.hk/buy/residential/property-32539,Ma On Shan,966,HKD$14.98 Millions,"@15,507 ",
23,,,,,,,,,,,,,4,Floral Villas,,,https://www.squarefoot.com.hk/buy/residential/property-32527,Sai Kung,"4,006",HKD$250 Millions +,"@62,406 ",
24,,,,,,,,,,,,,3,Mayfair By The Sea 8,,,https://www.squarefoot.com.hk/buy/residential/property-32521,Tai Po,698,HKD$10 Millions,"@14,327 ",
25,,,,,,,,,,,,,4,The Westminster Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-32518,Tsuen Wan Sham Tseng,"2,561",HKD$45 Millions,"@17,571 ",
26,,,,,,,,,,,,,,Hampstead,,,https://www.squarefoot.com.hk/buy/residential/property-32494,Tai Po,"2,377",HKD$43 Millions,"@18,090 ",
27,,,,,,,,,,,,,,La Vetta,,,https://www.squarefoot.com.hk/buy/residential/property-32492,ShaTin,"2,738",HKD$65 Millions,"@23,740 ",
28,,,,,,,,,,,,,,Wesley Villa,,,https://www.squarefoot.com.hk/buy/residential/property-32490,Fotan,"1,624",HKD$36.8 Millions,"@22,660 ",
29,,,,,,,,,,,,,4,Chateau Royale,,,https://www.squarefoot.com.hk/buy/residential/property-27398,Tai Po,"2,352",HKD$32 Millions,"@13,605 ",
30,,,,,,,,,,,,,3,Pak Kong,,,https://www.squarefoot.com.hk/buy/residential/property-23451,Sai Kung,"1,400",HKD$11.88 Millions,"@8,486 ",
31,,,,,,,,,,,,,4,Ng Fai Tin,,,https://www.squarefoot.com.hk/buy/residential/property-23452,Clear Water Bay,"2,100",HKD$26.8 Millions,"@12,762 ",
32,,,,,,,,,,,,,3,元朗洪水橋別墅,,,https://www.squarefoot.com.hk/buy/residential/property-32479,Yuen Long,630,HKD$4.85 Millions,"@7,698 ",
33,,,,,,,,,,,,,2,Cascades,,,https://www.squarefoot.com.hk/buy/residential/property-32472,Ho Man Tin,467,HKD$7.8 Millions,"@16,702 ",
34,,,,,,,,,,,,,3,Royal Ascot,,,https://www.squarefoot.com.hk/buy/residential/property-32470,Fotan,"1,039",HKD$12.98 Millions,"@12,493 ",
35,,,,,,,,,,,,,,La Vetta,,,https://www.squarefoot.com.hk/buy/residential/property-32459,ShaTin,"2,738",HKD$65 Millions +,"@23,740 ",
36,,,,,,,,,,,,,4,Festival City,,,https://www.squarefoot.com.hk/buy/residential/property-32452,Tai Wai,961,HKD$16.88 Millions,"@17,565 ",
37,,,,,,,,,,,,,2,Serenity Park,,,https://www.squarefoot.com.hk/buy/residential/property-32433,Tai Wo,400,HKD$5.5 Millions,"@13,750 ",
38,,,,,,,,,,,,,3,Repulse Bay Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32429,Repulse Bay,"2,049",HKD$73.5 Millions,"@35,871 ",
39,,,,,,,,,,,,,4,Splendour Villa,,,https://www.squarefoot.com.hk/buy/residential/property-32428,Repulse Bay,"2,188",HKD$80 Millions,"@36,563 ",
40,,,,,,,,,,,,,4,Village House,,,https://www.squarefoot.com.hk/buy/residential/property-32413,Clear Water Bay,"2,100",HKD$19.8 Millions,"@9,429 ",
41,,,,,,,,,,,,,2,Kwan Yick Building Phase 2,,,https://www.squarefoot.com.hk/buy/residential/property-32744,Sai Ying Pun,420,HKD$5.28 Millions,"@12,571 ",
42,,,,,,,,,,,,,4,Village,,,https://www.squarefoot.com.hk/buy/residential/property-32738,Sai Kung,"2,100",HKD$26.8 Millions,"@12,762 ",
43,,,,,,,,,,,,,5+,Village,,,https://www.squarefoot.com.hk/buy/residential/property-32737,Sai Kung,"2,100",HKD$25.8 Millions,"@12,286 ",
44,,,,,,,,,,,,,4,Village House,,,https://www.squarefoot.com.hk/buy/residential/property-32736,Clear Water Bay,"1,305",HKD$16 Millions,"@12,261 ",
45,,,,,,,,,,,,,5+,La Vetta,,,https://www.squarefoot.com.hk/buy/residential/property-32731,ShaTin,"2,738",HKD$62.88 Millions,"@22,966 ",
46,,,,,,,,,,,,,3,Symphony Bay,,,https://www.squarefoot.com.hk/buy/residential/property-32730,Sai Kung,"1,104",HKD$15.68 Millions,"@14,203 ",
47,,,,,,,,,,,,,3,Hill Paramount,,,https://www.squarefoot.com.hk/buy/residential/property-32709,Tai Wai,"1,071",HKD$17.8 Millions,"@16,620 ",
48,,,,,,,,,,,,,3,Shatin 33,,,https://www.squarefoot.com.hk/buy/residential/property-32707,Fotan,"1,296",HKD$17.5 Millions,"@13,503 ",
49,,,,,,,,,,,,,4,Miami Crescent,,,https://www.squarefoot.com.hk/buy/residential/property-32690,Sheung Shui,"2,482",HKD$29.88 Millions +,"@12,039 ",
50,,,,,,,,,,,,,4,Valais,,,https://www.squarefoot.com.hk/buy/residential/property-32688,Sheung Shui,"1,844",HKD$33.8 Millions,"@18,330 ",
51,,,,,,,,,,,,,,Repulse Bay Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32311,Repulse Bay,"1,519",HKD$62 Millions,"@40,816 ",
52,,,,,,,,,,,,,4,Village House,,,https://www.squarefoot.com.hk/buy/residential/property-32295,Clear Water Bay,"2,100",HKD$36 Millions,"@17,143 ",
53,,,,,,,,,,,,,3,Villa Castell,,,https://www.squarefoot.com.hk/buy/residential/property-32269,Tai Po,915,HKD$10.68 Millions,"@11,672 ",
54,,,,,,,,,,,,,4,Discovery Bay,,,https://www.squarefoot.com.hk/buy/residential/property-32265,Discovery Bay,947,HKD$9.88 Millions,"@10,433 ",
55,,,,,,,,,,,,,,The Redhill Peninsula,,,https://www.squarefoot.com.hk/buy/residential/property-32244,Tai Tam,"2,584",HKD$71 Millions,"@27,477 ",
56,,,,,,,,,,,,,,Repulse Bay Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32241,Repulse Bay,"1,513",HKD$62 Millions,"@40,978 ",
57,,,,,,,,,,,,,,Repulse Bay Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32233,Repulse Bay,"1,513",HKD$62 Millions,"@40,978 ",
58,,,,,,,,,,,,,3,7 Lyttelton Road,,,https://www.squarefoot.com.hk/buy/residential/property-26901,Western mid-levels,"1,797",HKD$60 Millions,"@33,389 ",
59,,,,,,,,,,,,,1,Fook Kee Court,,,https://www.squarefoot.com.hk/buy/residential/property-32214,Western mid-levels,447,HKD$8.6 Millions,"@19,239 ",
60,,,,,,,,,,,,,2,Grand Promenade,,,https://www.squarefoot.com.hk/buy/residential/property-32190,Sai Wan Ho,496,HKD$11 Millions,"@22,177 ",
61,,,,,,,,,,,,,3,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-32801,Tai Po,799,HKD$11.5 Millions,"@14,393 ",
62,,,,,,,,,,,,,2,Discovery Bay,,,https://www.squarefoot.com.hk/buy/residential/property-26713,Discovery Bay,729,HKD$7.6 Millions,"@10,425 ",
63,,,,,,,,,,,,,3,Festival City,,,https://www.squarefoot.com.hk/buy/residential/property-32797,Tai Wai,842,HKD$12.99 Millions,"@15,428 ",
64,,,,,,,,,,,,,4,Village,,,https://www.squarefoot.com.hk/buy/residential/property-32792,Sai Kung,"2,100",HKD$25.8 Millions,"@12,286 ",
65,,,,,,,,,,,,,3,Sai Kung,,,https://www.squarefoot.com.hk/buy/residential/property-32781,Sai Kung,"1,400",HKD$14 Millions,"@10,000 ",
66,,,,,,,,,,,,,2,Double Cove,,,https://www.squarefoot.com.hk/buy/residential/property-32773,Ma On Shan,503,HKD$7.4 Millions,"@14,712 ",
67,,,,,,,,,,,,,3,Royal Ascot,,,https://www.squarefoot.com.hk/buy/residential/property-32758,Fotan,"1,039",HKD$12.95 Millions,"@12,464 ",
68,,,,,,,,,,,,,3,Peak One,,,https://www.squarefoot.com.hk/buy/residential/property-32754,ShaTin,857,HKD$15.5 Millions,"@18,086 ",
69,,,,,,,,,,,,,3,The Riverpark,,,https://www.squarefoot.com.hk/buy/residential/property-32752,Tai Wai,743,HKD$14.6 Millions,"@19,650 ",
70,,,,,,,,,,,,,2,St MARTIN,,,https://www.squarefoot.com.hk/buy/residential/property-32745,Tai Po,498,HKD$9.2 Millions +,"@18,474 ",
71,,,,,,,,,,,,,,Royal Ascot,,,https://www.squarefoot.com.hk/buy/residential/property-32404,Fotan,"1,041",HKD$11.88 Millions,"@11,412 ",
72,,,,,,,,,,,,,4,La Vetta,,,https://www.squarefoot.com.hk/buy/residential/property-32402,ShaTin,"1,976",HKD$48.3 Millions,"@24,443 ",
73,,,,,,,,,,,,,4,House,,,https://www.squarefoot.com.hk/buy/residential/property-32389,Sai Kung,"2,100",HKD$19.9 Millions,"@9,476 ",
74,,,,,,,,,,,,,4,Imperial Cullinan,,,https://www.squarefoot.com.hk/buy/residential/property-32335,Olympic,896,HKD$20 Millions,"@22,321 ",
75,,,,,,,,,,,,,3,Realty Gardens,,,https://www.squarefoot.com.hk/buy/residential/property-26899,Western mid-levels,"1,166",HKD$29.5 Millions,"@25,300 ",
76,,,,,,,,,,,,,2,Nikken Heights,,,https://www.squarefoot.com.hk/buy/residential/property-32318,Western mid-levels,758,HKD$15.25 Millions,"@20,119 ",
77,,,,,,,,,,,,,3,Mont Vert,,,https://www.squarefoot.com.hk/buy/residential/property-22744,Tai Po,736,HKD$8.25 Millions,"@11,209 ",
78,,,,,,,,,,,,,3,Parc Versailles,,,https://www.squarefoot.com.hk/buy/residential/property-32317,Tai Wo,"1,016",HKD$10.8 Millions +,"@10,630 ",
79,,,,,,,,,,,,,3,Forest Hill,,,https://www.squarefoot.com.hk/buy/residential/property-18327,Tai Po,"1,586",HKD$15.2 Millions,"@9,584 ",
80,,,,,,,,,,,,,3,Providence Bay,,,https://www.squarefoot.com.hk/buy/residential/property-22676,Tai Po,"1,022",HKD$18.5 Millions,"@18,102 ",
81,,,,,,,,,,,,,,Fortune Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32610,Tai Po,"1,847",HKD$31.6 Millions,"@17,109 ",
82,,,,,,,,,,,,,,kau to HIGHLAND,,,https://www.squarefoot.com.hk/buy/residential/property-32607,Fotan,"2,624",HKD$83 Millions,"@31,631 ",
83,,,,,,,,,,,,,,Mont Rouge,,,https://www.squarefoot.com.hk/buy/residential/property-32603,Shek Kip Mei,"4,300",HKD$180 Millions,"@41,860 ",
84,,,,,,,,,,,,,,Altissimo,,,https://www.squarefoot.com.hk/buy/residential/property-32600,Ma On Shan,"3,593",HKD$130 Millions,"@36,181 ",
85,,,,,,,,,,,,,,Mei Wo Circuit,,,https://www.squarefoot.com.hk/buy/residential/property-32599,Fotan,"4,000",HKD$220 Millions,"@55,000 ",
86,,,,,,,,,,,,,3,Dragons Range,,,https://www.squarefoot.com.hk/buy/residential/property-32583,ShaTin,947,HKD$12.3 Millions,"@12,988 ",
87,,,,,,,,,,,,,3,Providence Bay,,,https://www.squarefoot.com.hk/buy/residential/property-32579,Tai Po,933,HKD$12.8 Millions,"@13,719 ",
88,,,,,,,,,,,,,3,Providence Peak,,,https://www.squarefoot.com.hk/buy/residential/property-32578,Tai Po,"1,053",HKD$16.8 Millions,"@15,954 ",
89,,,,,,,,,,,,,4,SAVANNAH,,,https://www.squarefoot.com.hk/buy/residential/property-32569,Tseung Kwan O,"1,993",HKD$56 Millions,"@28,098 ",
90,,,,,,,,,,,,,4,Parc Versailles,,,https://www.squarefoot.com.hk/buy/residential/property-32551,Tai Wo,"1,889",HKD$19 Millions,"@10,058 ",
91,,,,,,,,,,,,,4,Altissimo,,,https://www.squarefoot.com.hk/buy/residential/property-32649,Ma On Shan,"3,792",HKD$125 Millions,"@32,964 ",
92,,,,,,,,,,,,,5+,Providence Peak,,,https://www.squarefoot.com.hk/buy/residential/property-32646,Tai Po,"2,690",HKD$63.8 Millions,"@23,717 ",
93,,,,,,,,,,,,,3,Symphony Bay,,,https://www.squarefoot.com.hk/buy/residential/property-32644,Sai Kung,"1,104",HKD$15.8 Millions,"@14,312 ",
94,,,,,,,,,,,,,3,Hong Lok Yuen,,,https://www.squarefoot.com.hk/buy/residential/property-32638,Tai Po,"1,180",HKD$21 Millions,"@17,797 ",
95,,,,,,,,,,,,,2,Hong Lok Yuen,,,https://www.squarefoot.com.hk/buy/residential/property-32635,Tai Po,780,HKD$12.8 Millions,"@16,410 ",
96,,,,,,,,,,,,,4,The Regent,,,https://www.squarefoot.com.hk/buy/residential/property-32632,Tai Po,812,HKD$13.8 Millions,"@16,995 ",
97,,,,,,,,,,,,,,Savanna Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32629,Tai Po,958,HKD$11 Millions +,"@11,482 ",
98,,,,,,,,,,,,,,Savanna Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32625,Tai Po,933,HKD$13.8 Millions,"@14,791 ",
99,,,,,,,,,,,,,,Tycoon Place,,,https://www.squarefoot.com.hk/buy/residential/property-32614,Tai Po,"2,706",HKD$39.8 Millions,"@14,708 ",
100,,,,,,,,,,,,,,St. Michel,,,https://www.squarefoot.com.hk/buy/residential/property-32612,ShaTin,"1,387",HKD$25 Millions,"@18,025 ",
101,,,,,,,,,,,,,,,,,link,location,area,price,price_per,
102,,,,,,,,,,,,,4,Hong Kong Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32831,Western mid-levels,"1,991",HKD$48 Millions,"@24,108 ",
103,,,,,,,,,,,,,3,Harbour One,,,https://www.squarefoot.com.hk/buy/residential/property-32828,Kennedy Town,"1,127",HKD$33 Millions,"@29,281 ",
104,,,1,1,1,,,,,,,,2,Serene court,,,https://www.squarefoot.com.hk/buy/residential/property-32827,Kennedy Town,691,HKD$12.38 Millions,"@17,916 ",
105,,,,,,,,,,,,,4,Hong Lok Yuen,,H,https://www.squarefoot.com.hk/buy/residential/property-32823,Tai Po,"2,120",HKD$35.2 Millions,"@16,604 ",
106,,,,,,,,,,,,,3,Festival City,,,https://www.squarefoot.com.hk/buy/residential/property-32821,Tai Wai,785,HKD$12.5 Millions,"@15,924 ",
107,,,,,,,,,,,,,3,Festival City,,,https://www.squarefoot.com.hk/buy/residential/property-32820,Tai Wai,741,HKD$12.5 Millions,"@16,869 ",
108,,,,,,,,,,,,,1,Arbuthnot House,,,https://www.squarefoot.com.hk/buy/residential/property-32802,Western mid-levels,506,HKD$9.98 Millions,"@19,723 ",
109,,,,,,,,,1,,,,2,Academic Terrace,,,https://www.squarefoot.com.hk/buy/residential/property-26914,Kennedy Town,649,HKD$14.8 Millions,"@22,804 ",
110,1,,,,,,,,,,,,2,Bayview Court,,,https://www.squarefoot.com.hk/buy/residential/property-12123,Pok Fu Lam,"1,319",HKD$30 Millions,"@22,745 ",
111,,,,,,,,1,,,,,4,Consort Garden,1,,https://www.squarefoot.com.hk/buy/residential/property-12152,Pok Fu Lam,"1,822",HKD$39.9 Millions,"@21,899 ",
112,,,,1,,,,,1,,,,4,Mayfair By The Sea,,,https://www.squarefoot.com.hk/buy/residential/property-32546,Tai Po,"1,067",HKD$16.5 Millions,"@15,464 ",
113,,,,1,,,,,1,,,,3,Villa Oceania,,H,https://www.squarefoot.com.hk/buy/residential/property-32539,Ma On Shan,966,HKD$14.98 Millions,"@15,507 ",
114,,,,1,,,,,1,,,,4,Floral Villas,1,H,https://www.squarefoot.com.hk/buy/residential/property-32527,Sai Kung,"4,006",HKD$250 Millions +,"@62,406 ",
115,,,,1,,,,,,,,,3,Mayfair By The Sea 8,,H,https://www.squarefoot.com.hk/buy/residential/property-32521,Tai Po,698,HKD$10 Millions,"@14,327 ",
116,1,,,1,,,,,1,,,,4,The Westminster Terrace,1,H,https://www.squarefoot.com.hk/buy/residential/property-32518,Tsuen Wan Sham Tseng,"2,561",HKD$45 Millions,"@17,571 ",
117,,,,,,,,,,,,,,Hampstead,,,https://www.squarefoot.com.hk/buy/residential/property-32494,Tai Po,"2,377",HKD$43 Millions,"@18,090 ",
118,,,,,,,,,,,,,,La Vetta,,,https://www.squarefoot.com.hk/buy/residential/property-32492,ShaTin,"2,738",HKD$65 Millions,"@23,740 ",
119,,,,,,,,,,,,,,Wesley Villa,,,https://www.squarefoot.com.hk/buy/residential/property-32490,Fotan,"1,624",HKD$36.8 Millions,"@22,660 ",
120,,,,,,,,,,,,,4,Chateau Royale,,,https://www.squarefoot.com.hk/buy/residential/property-27398,Tai Po,"2,352",HKD$32 Millions,"@13,605 ",
121,,,,,,,,,,,,,3,Pak Kong,,,https://www.squarefoot.com.hk/buy/residential/property-23451,Sai Kung,"1,400",HKD$11.88 Millions,"@8,486 ",
122,,1,,,1,,,,1,,,1,4,Altissimo,1,H,https://www.squarefoot.com.hk/buy/residential/property-32649,Ma On Shan,"3,792",HKD$125 Millions,"@32,964 ",
123,,,1,1,,,,1,,,,1,5+,Providence Peak,1,,https://www.squarefoot.com.hk/buy/residential/property-32646,Tai Po,"2,690",HKD$63.8 Millions,"@23,717 ",
124,,1,1,1,1,,,,,1,,,3,Symphony Bay,1,H,https://www.squarefoot.com.hk/buy/residential/property-32644,Sai Kung,"1,104",HKD$15.8 Millions,"@14,312 ",
125,1,1,,1,,,,,,,,,3,Hong Lok Yuen,1,,https://www.squarefoot.com.hk/buy/residential/property-32638,Tai Po,"1,180",HKD$21 Millions,"@17,797 ",
126,,,,1,,,,,,,,,2,Hong Lok Yuen,1,,https://www.squarefoot.com.hk/buy/residential/property-32635,Tai Po,780,HKD$12.8 Millions,"@16,410 ",
127,,1,1,1,1,,,,,1,,,4,The Regent,,H,https://www.squarefoot.com.hk/buy/residential/property-32632,Tai Po,812,HKD$13.8 Millions,"@16,995 ",
128,,,,1,,,,,,,,,,Savanna Garden,1,H,https://www.squarefoot.com.hk/buy/residential/property-32629,Tai Po,958,HKD$11 Millions +,"@11,482 ",
129,,,,,,,,,,,,,,Savanna Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32625,Tai Po,933,HKD$13.8 Millions,"@14,791 ",
130,,,,,,,,,,,,,,Tycoon Place,,,https://www.squarefoot.com.hk/buy/residential/property-32614,Tai Po,"2,706",HKD$39.8 Millions,"@14,708 ",
131,,,,,,,,,,,,,,St. Michel,,,https://www.squarefoot.com.hk/buy/residential/property-32612,ShaTin,"1,387",HKD$25 Millions,"@18,025 ",
132,,,,,,,,,,,,,,Repulse Bay Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32311,Repulse Bay,"1,519",HKD$62 Millions,"@40,816 ",
133,,,,1,,,,,,,,,4,Village House,1,,https://www.squarefoot.com.hk/buy/residential/property-32295,Clear Water Bay,"2,100",HKD$36 Millions,"@17,143 ",
134,,,1,1,,,,,,,,,3,Villa Castell,1,H,https://www.squarefoot.com.hk/buy/residential/property-32269,Tai Po,915,HKD$10.68 Millions,"@11,672 ",
135,,,,,,,,,1,,,,4,Discovery Bay,,H,https://www.squarefoot.com.hk/buy/residential/property-32265,Discovery Bay,947,HKD$9.88 Millions,"@10,433 ",
136,1,,,1,,,,,1,,,1,,The Redhill Peninsula,1,,https://www.squarefoot.com.hk/buy/residential/property-32244,Tai Tam,"2,584",HKD$71 Millions,"@27,477 ",
137,1,,,,,,,1,1,,,,,Repulse Bay Garden,1,H,https://www.squarefoot.com.hk/buy/residential/property-32241,Repulse Bay,"1,513",HKD$62 Millions,"@40,978 ",
138,,,,,,,,,1,,,,,Repulse Bay Garden,,,https://www.squarefoot.com.hk/buy/residential/property-32233,Repulse Bay,"1,513",HKD$62 Millions,"@40,978 ",
139,,,,,,,,,,,,,3,7 Lyttelton Road,1,,https://www.squarefoot.com.hk/buy/residential/property-26901,Western mid-levels,"1,797",HKD$60 Millions,"@33,389 ",
140,,,,,,,,,,,,,1,Fook Kee Court,,,https://www.squarefoot.com.hk/buy/residential/property-32214,Western mid-levels,447,HKD$8.6 Millions,"@19,239 ",
141,,,,,,,,,,,,,2,Grand Promenade,,,https://www.squarefoot.com.hk/buy/residential/property-32190,Sai Wan Ho,496,HKD$11 Millions,"@22,177 ",
142,,,,,,,,,1,,,,3,La Vista,,H,https://www.squarefoot.com.hk/buy/residential/property-32082,Discovery Bay,931,HKD$11.5 Millions,"@12,352 ",
143,,,,1,,,,,,,,,,Peak One,,H,https://www.squarefoot.com.hk/buy/residential/property-32080,ShaTin,"2,329",HKD$50 Millions,"@21,468 ",
144,,,,1,,,,,1,,,,3,Village,1,H,https://www.squarefoot.com.hk/buy/residential/property-32072,Sai Kung,"1,950",HKD$28 Millions,"@14,359 ",
145,1,,,,,,,1,1,,,,,Village,,,https://www.squarefoot.com.hk/buy/residential/property-32065,Tai Po,(Gross:,HKD$12.5 Millions,,
146,,,1,1,,,,,,,,,4,Royal Ascot,,H,https://www.squarefoot.com.hk/buy/residential/property-32034,Fotan,"1,041",HKD$11.98 Millions +,"@11,508 ",
147,,,1,1,,,,,,,,,3,Providence Peak,,H,https://www.squarefoot.com.hk/buy/residential/property-32033,Tai Po,"1,155",HKD$16.68 Millions,"@14,442 ",
148,,1,,,,,,,1,,,1,,Double Cove,,H,https://www.squarefoot.com.hk/buy/residential/property-32029,Ma On Shan,"2,675",HKD$68 Millions,"@25,421 ",
149,,1,,1,1,,,,,1,,,3,Parc Versailles,1,H,https://www.squarefoot.com.hk/buy/residential/property-32015,Tai Wo,"1,016",HKD$10.5 Millions,"@10,335 ",
150,,,,,,,,,,,,,3,Prosperous Height,,,https://www.squarefoot.com.hk/buy/residential/property-31992,Western mid-levels,764,HKD$20.68 Millions,"@27,068 ",
151,1,1,,,,,,,,,,,4,Sorrento,1,,https://www.squarefoot.com.hk/buy/residential/property-19629,Kowloon Station,"1,296",HKD$52 Millions,"@40,123 ",
152,,,,,,,,,,,,,Studio,L'WANCHAI,,,https://www.squarefoot.com.hk/buy/residential/property-12984,Wan Chai,316,HKD$8 Millions,"@25,316 ",
153,,,,,,,,1,1,,,,2,The Rednaxela,,H,https://www.squarefoot.com.hk/buy/residential/property-23145,Western mid-levels,"1,328",HKD$40 Millions,"@30,120 ",
154,1,,,,,,,,1,,,1,4,Villas Sorrento,1,,https://www.squarefoot.com.hk/buy/residential/property-23266,Western mid-levels,"3,334",HKD$230 Millions,"@68,986 ",
155,,,,1,,,,,1,,,,3,De Yucca,,H,https://www.squarefoot.com.hk/buy/residential/property-31767,ShaTin,"1,998",HKD$85 Millions,"@42,543 ",
156,,,1,1,,,,,,,,,3,The Horizon,,,https://www.squarefoot.com.hk/buy/residential/property-31763,Tai Po,760,HKD$16.5 Millions,"@21,711 ",
157,,,,1,,,,,,,,,3,Dragons Range,,,https://www.squarefoot.com.hk/buy/residential/property-31762,ShaTin,977,HKD$13.8 Millions,"@14,125 ",
158,1,,,,,,,,,,,,4,Baguio Villa,1,,https://www.squarefoot.com.hk/buy/residential/property-26903,Baguio Villa,"1,363",HKD$33.5 Millions,"@24,578 ",
159,,,,1,,,,,1,,,,5+,Marina Cove,1,H,https://www.squarefoot.com.hk/buy/residential/property-31756,Sai Kung,"1,797",HKD$48.5 Millions,"@26,989 ",
160,,,,,,,,,1,,,,,Village,1,H,https://www.squarefoot.com.hk/buy/residential/property-31755,Sai Kung,"4,200",HKD$65 Millions,"@15,476 ",
161,,1,,1,,,,,,,,,3,Centra Horizon,,,https://www.squarefoot.com.hk/buy/residential/property-31750,Tai Po,"1,146",HKD$22 Millions,"@19,197 ",
162,1,1,,1,,,,,1,,,,3,Mayfair By The Sea,,H,https://www.squarefoot.com.hk/buy/residential/property-31931,Tai Po,"1,067",HKD$17.68 Millions,"@16,570 ",
163,1,1,,1,1,,,,1,1,,,,Lake Silver,,H,https://www.squarefoot.com.hk/buy/residential/property-31930,Ma On Shan,"1,856",HKD$33.5 Millions,"@18,050 ",
164,1,,,,,,,1,,,,,5+,西貢龍尾村全新全幢分層別墅,,H,https://www.squarefoot.com.hk/buy/residential/property-31925,Sai Kung,"1,980",HKD$21.8 Millions,"@11,010 ",
165,,,,,,,,,,,,,,Forest Hill,,,https://www.squarefoot.com.hk/buy/residential/property-31909,Tai Po,"1,551",HKD$13.98 Millions +,"@9,014 ",
166,,1,,1,,,,,,,,,3,Mont Vert,,H,https://www.squarefoot.com.hk/buy/residential/property-31905,Tai Po,828,HKD$9.98 Millions,"@12,053 ",
